StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q68,Q73,Q74,Q21_1,Q21_2,Q21_3,Q21_4,Q21_DO,Q66_1,Q66_2,Q66_3,Q66_DO,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_DO,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_DO,Q59_1,Q59_2,Q59_3,Q59_4,Q59_DO,Q32_1,Q32_2,Q32_3,Q32_4,Q32_DO,Q30,Q32,Q34,Q36,Q36,workerId,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit,FL_28_DO,FL_19_DO
2022-01-26 10:11:15,2022-01-26 10:17:42,0,208.203.211.121,100,387,1,2022-01-26 10:17:42,R_1OjHM6EsGgTOi7j,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A1ANE1156DB9C8,play in games save the ball basket.,satisfied.,,,6,5,6,6,4|3|2|1,4,2,3,1|2|3,4,4,3,4,5,4,4,3|2|5|4|1|7|6,4,4,5,4,3,5|1|3|2|4,4,4,5,4,1|4|2|3,5,4,4,3,2|4|3|1,35,1,13,4,,A1ANE1156DB9C8,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:46:32,2022-01-26 10:19:50,0,208.203.218.64,100,1997,1,2022-01-26 10:19:50,R_z1jY5VYNJZJjJGV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A2AHFRN8VT9I91,,,"ONE TIME WE ARE PLAYING THE GAME ONE BOY ARE VERY COMPETITIVE THE GAME VERY TUFE ","MY TEAMMATE ARE VERY SUPORTING ",6,4,3,5,1|2|3|4,4,2,3,1|2|3,3,4,3,2,5,3,4,7|4|1|5|2|3|6,5,2,3,4,3,2|5|1|4|3,4,4,3,3,3|2|1|4,3,5,2,4,3|1|2|4,37,2,13,4,,A2AHFRN8VT9I91,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:15:40,2022-01-26 10:19:56,0,208.203.210.227,100,256,1,2022-01-26 10:19:56,R_2ceLfdVOPmLkcwJ,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A28CHTNH56B3JU,"As games, chess and basketball are obviously different from leapfrog and playing house. The first two games are competitive, the second two are not."," It's a jungle out there. While this simple phrase has been used time and time again to discuss the many obstacles people and companies face.",,,5,5,6,6,2|4|1|3,4,2,3,3|2|1,4,4,4,4,3,3,5,5|4|2|6|3|1|7,4,3,5,4,4,1|3|5|2|4,4,4,3,5,2|4|1|3,4,4,5,4,4|3|2|1,32,1,13,5,good,A28CHTNH56B3JU,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:59:36,2022-01-26 10:20:42,0,154.16.240.172,100,1265,1,2022-01-26 10:20:42,R_2fvTkW4J7cmD3RT,,,,,33.843994140625,-84.47840118408203125,anonymous,EN,ATV164JQSATZ6,,,"In our team project , team members work each other honestly to complete the project. everyone have trust on each other ","I will work together with everyone ",4,4,6,6,4|1|3|2,4,2,2,1|2|3,4,3,2,4,4,3,4,5|2|3|4|6|1|7,4,2,4,3,3,3|4|2|5|1,3,3,4,4,3|1|4|2,3,2,3,4,4|3|2|1,25,1,13,4,no,ATV164JQSATZ6,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:13:01,2022-01-26 10:21:02,0,73.54.16.182,100,480,1,2022-01-26 10:21:02,R_blNdTY13gJRNHWh,,,,,26.5543975830078125,-81.902099609375,anonymous,EN,A03846191RWU57N8DCK72,,,"Last night at an organization where about 50 people are all working and supporting harmoniously. ","I acted very appropriately for this environment, calm and verbally supportive ",5,5,5,4,2|4|1|3,4,2,2,1|2|3,4,4,4,4,4,4,4,1|6|4|5|7|3|2,3,4,4,4,3,4|1|3|5|2,4,4,4,4,2|3|4|1,3,4,4,4,2|1|4|3,22,2,20,4,,A03846191RWU57N8DCK72,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:09:50,2022-01-26 10:21:47,0,76.183.42.244,100,716,1,2022-01-26 10:21:47,R_pL7zA8A7dQXA0aR,,,,,32.7122955322265625,-96.7938995361328125,anonymous,EN,AQ8TJLOZRYS2V,,,"If people are living in harmony with each other, they are living together peacefully rather than fighting or arguing. We must try to live in peace and harmony with ourselves and those around us.  Harmony is the pleasant combination of different notes of music played at the same time.","Adaptability expands your capacity to handle change, no matter how serious it might be. Instead of throwing away your energy trying to change your circumstance, you will change yourself right from within, thus making you thrive in whatever situation you find yourself.",6,6,6,7,2|3|4|1,5,2,1,1|2|3,4,5,4,5,5,4,4,5|4|6|3|7|2|1,3,5,4,4,5,5|3|4|2|1,5,4,3,5,1|2|4|3,5,5,4,4,3|2|1|4,35,1,13,5,interesting,AQ8TJLOZRYS2V,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:18:31,2022-01-26 10:21:51,0,170.39.186.98,100,199,1,2022-01-26 10:21:52,R_1LBST6PdgYWpq4R,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,A1JWFOVVJHWSIH,,,"The definition of harmonious is things that go well together, or people and things that get along well. When you get along with someone and rarely fight, that is an example of a situation where you have a harmonious relationship.","The definition of harmonious is things that go well together, or people and things that get along well. When you get along with someone and rarely fight, that is an example of a situation where you have a harmonious relationship.",5,5,4,4,3|1|4|2,3,2,3,3|2|1,4,4,4,3,3,3,4,7|4|6|5|3|2|1,3,3,4,3,4,3|2|5|4|1,3,3,4,3,1|4|3|2,3,2,2,3,4|3|2|1,24,1,13,4,none,A1JWFOVVJHWSIH,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:16:47,2022-01-26 10:22:06,0,173.47.178.180,100,319,1,2022-01-26 10:22:06,R_2xDfURmGTolzb3z,,,,,35.027496337890625,-99.08489990234375,anonymous,EN,A2MOKIEQZ0OF2M,"When I was playing golf and I had my mentor , I ended up shooting 63 my lowest ever and the others could not believe it.",Listened intently and learned as I played.,,,6,6,6,6,3|4|1|2,5,4,2,3|2|1,5,5,5,5,5,5,2,3|6|5|7|1|4|2,4,5,5,5,4,3|5|2|1|4,5,5,2,4,2|1|3|4,4,4,2,5,4|1|3|2,59,1,13,4,We can all get complacent.,A2MOKIEQZ0OF2M,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:08:18,2022-01-26 10:22:17,0,66.118.4.68,100,838,1,2022-01-26 10:22:17,R_1K8Sl2RlykXUfpe,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,A2LF3094ZMKRO9," i want to learn about sports event",In the action to verify and conducting sports events,,,5,6,5,6,2|3|1|4,4,2,4,3|2|1,4,3,4,4,5,3,3,3|6|5|1|4|7|2,5,4,4,4,3,2|1|5|4|3,5,3,4,4,4|1|2|3,3,4,4,4,4|1|2|3,28,2,13,4,nice,A2LF3094ZMKRO9,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:18:39,2022-01-26 10:22:29,0,136.175.194.11,100,229,1,2022-01-26 10:22:29,R_2wv0W7aRWTM7KTM,,,,,36.837493896484375,-76.09760284423828125,anonymous,EN,A2TJSE1PX7HF01,,,"Active awareness and empathy—the ability to be aware, accepting, and permanently attuned to ourselves and others—tells us how to respond to one another's needs.
Missing: cooperating ‎pulling","
The Basics of Teamwork and Collaboration | Smartsheet
https://www.smartsheet.com › collaborative-teamwork
Aug 28, 2017 — The strength of a team comes from supporting each other, communicating well, ... For example, imagine a group of people all pulling a rope.

Improving Family Relationships With Emotional Intelligence
https://www.helpguide.org › articles › mental-health › i...
Active awareness and empathy—the ability to be aware, accepting, and permanently attuned to ourselves and others—tells us how to respond to one another's needs.",7,7,7,6,4|2|3|1,5,2,5,3|2|1,5,5,5,5,5,4,5,5|7|6|2|1|4|3,5,5,5,5,4,3|4|1|5|2,5,5,5,5,2|1|4|3,5,5,5,4,2|1|4|3,35,1,13,5,good,A2TJSE1PX7HF01,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:19:28,2022-01-26 10:22:49,0,154.22.56.215,100,201,1,2022-01-26 10:22:49,R_9Kza3Fpq8a690iZ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A2AW7K9RD7IA5N,,,"Active awareness and empathy—the ability to be aware, accepting, and permanently attuned to ourselves and others—tells us how to respond to one another's needs.","Active awareness and empathy—the ability to be aware, accepting, and permanently attuned to ourselves and others—tells us how to respond to one another's needs.",7,7,6,7,2|3|4|1,4,2,5,3|2|1,5,4,5,5,5,5,5,7|4|6|2|1|3|5,5,5,4,5,5,1|2|3|4|5,5,4,5,5,1|3|4|2,5,4,5,5,2|4|1|3,35,1,13,5,GOOD,A2AW7K9RD7IA5N,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:21:22,2022-01-26 10:22:49,0,208.203.211.45,100,87,1,2022-01-26 10:22:50,R_1C1mh4gsUU1Fl3Y,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A23WPNPU9BXCJ0,basketball game,competitive jungle.,,,6,5,5,5,2|4|3|1,4,2,4,1|2|3,3,3,3,5,3,3,4,4|5|2|3|1|7|6,3,3,3,5,3,4|3|1|5|2,5,3,3,3,1|4|2|3,5,3,3,3,1|3|4|2,35,1,13,2,good,A23WPNPU9BXCJ0,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:16:54,2022-01-26 10:23:12,0,157.49.150.57,100,378,1,2022-01-26 10:23:12,R_1IrPu3d6PN9Ki3L,,,,,11.14239501953125,77.342193603515625,anonymous,EN,A31SS4AQ481IV1,"Over the next few years, I want to explore and develop skills in project management. In five years, I want to have gained experience in leading projects for major clients. I will be looking for opportunities to expand my responsibilities within this role to work towards my goal.","Size can be represented as market share, revenue, or units sold, depending on the context. Speed is the speed of innovation of a company relative to the industry. When a company, product, or service is ahead of the competition, speed is high. When it is lagging behind the competition, speed is low.",,,6,6,5,5,3|2|4|1,4,2,4,1|2|3,5,5,4,4,4,3,3,6|3|4|7|5|2|1,4,3,3,4,4,2|1|4|5|3,4,3,5,4,2|1|3|4,3,4,5,4,2|1|4|3,25,1,13,4,,A31SS4AQ481IV1,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:21:26,2022-01-26 10:23:53,0,208.203.208.182,100,147,1,2022-01-26 10:23:53,R_2aFZltnOV9k0dwg,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A1J0SEJYCBW12W,"As games, chess and basketball are obviously different from leapfrog and playing house. The first two games are competitive, the second two are not.",It's a jungle out there. While this simple phrase has been used time and time again to discuss the many obstacles people and companies face,,,4,5,6,5,4|3|2|1,4,2,4,1|2|3,4,5,3,4,4,3,4,6|1|2|7|4|3|5,5,4,4,3,4,2|1|3|5|4,4,4,3,3,2|4|3|1,4,5,3,4,4|2|1|3,32,1,13,5,good,A1J0SEJYCBW12W,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:18:08,2022-01-26 10:25:39,0,12.49.242.15,100,451,1,2022-01-26 10:25:40,R_PwyPIYZIyrUyz1n,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1RWA3EQWVEDC2,,,GOOD,IT IS GOOD,7,7,7,7,2|1|3|4,5,2,5,1|2|3,5,5,5,5,5,5,5,6|4|1|7|2|3|5,4,5,5,4,5,5|1|3|4|2,5,5,5,5,1|4|3|2,5,5,5,5,3|4|2|1,31,1,13,5,GOOD,A1RWA3EQWVEDC2,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:21:29,2022-01-26 10:25:42,0,67.172.249.152,100,253,1,2022-01-26 10:25:42,R_2zLJG8qxkr7A7Rr,,,,,41.0854034423828125,-111.96820068359375,anonymous,EN,A1QUQ0TV9KVD4C,I was new to a working a job on a farm. All of the new people were very competitive and did grunt work in order to make it to better work areas. It was hard to make friends and people were only looking out for themselves.,"I took it one day at a time and volunteered for work that they needed the most help with. Instead of being competitive, I focused on being cooperative.",,,6,6,6,7,1|3|4|2,1,2,5,1|2|3,2,2,1,2,2,2,5,7|6|4|2|5|1|3,2,4,2,2,2,5|1|4|2|3,2,2,5,3,4|1|2|3,2,1,2,5,4|1|3|2,39,2,13,4,,A1QUQ0TV9KVD4C,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:21:42,2022-01-26 10:25:54,0,202.182.66.216,100,252,1,2022-01-26 10:25:55,R_eDJjVREXuknAYff,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A3BB1YGKPV30SI,Like a football game,It discovered that the principles that guided the operations of politics in the pre-colonial era were more result-oriented.,,,5,6,6,5,1|3|2|4,3,2,4,1|2|3,4,5,3,3,4,4,5,3|6|2|1|4|5|7,5,4,4,3,3,4|3|1|2|5,4,5,5,4,1|2|4|3,4,5,4,3,4|3|2|1,32,1,13,5,good,A3BB1YGKPV30SI,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:23:36,2022-01-26 10:26:12,0,163.123.222.104,100,155,1,2022-01-26 10:26:12,R_1LdMHoN2IGAbdH6,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1KGE360JI2CQY,,,"As people from different cultural groups work together, values sometimes conflict.","Active awareness and empathy—the ability to be aware, accepting, and permanently attuned to ourselves and others—tells us how to respond to one another's needs",6,6,6,6,3|1|2|4,5,2,5,1|2|3,4,5,1,5,5,5,5,6|2|3|7|5|1|4,5,5,5,4,5,1|4|2|5|3,4,4,4,5,1|2|3|4,5,4,5,5,3|2|1|4,35,1,13,5,GOOD,A1KGE360JI2CQY,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:12:14,2022-01-26 10:26:31,0,73.12.68.30,100,856,1,2022-01-26 10:26:32,R_331OXBmBmkmpSGD,,,,,38.070404052734375,-78.90670013427734375,anonymous,EN,A1Z698TRQCW2ZI,I worked a job as a car detail worker. Apparantly the boss wasn't happy with my work so instead of letting me go he hired a second person and had us compete for the job. I quit instead of being demeaned in such a way.,I refused to compete.,,,2,7,2,6,2|4|3|1,1,2,5,3|2|1,4,2,1,4,4,1,5,5|6|2|4|1|7|3,1,1,2,2,2,4|2|1|5|3,4,2,4,2,1|2|3|4,4,2,2,4,4|1|3|2,34,1,13,2,,A1Z698TRQCW2ZI,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:25:53,2022-01-26 10:27:26,0,163.123.221.208,100,93,1,2022-01-26 10:27:27,R_3Dqm2hrYKLembIb,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A5EJIYUVKS41G,"Think of a time (like a project or organization or event) when the situation around you felt like a “competitive jungle” with winners and losers — where the people around you were in “dog-eat-dog” competition, everyone doing whatever they could to get ahead, beat others, or win. This should be a situation where you were personally involved. Please try to think of something other than an ordinary sports event (e.g., like a basketball game). In the space below, please write a few sentences describing this situation.","Think of a time (like a project or organization or event) when the situation around you felt like a “competitive jungle” with winners and losers — where the people around you were in “dog-eat-dog” competition, everyone doing whatever they could to get ahead, beat others, or win. This should be a situation where you were personally involved. Please try to think of something other than an ordinary sports event (e.g., like a basketball game). In the space below, please write a few sentences describing this situation.",,,7,7,7,7,4|2|3|1,5,4,5,1|2|3,5,4,5,4,5,4,1,4|2|1|5|7|3|6,3,3,5,3,4,3|5|2|1|4,3,5,4,4,3|1|4|2,2,5,3,4,2|4|3|1,35,1,13,4,"good ",A5EJIYUVKS41G,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:25:25,2022-01-26 10:28:21,0,208.203.211.164,100,176,1,2022-01-26 10:28:22,R_3gMLtLvCB4jR9lA,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A10H7CZXOKY5TE,,,"Among emotion researchers, it is defined as the feeling that arises when you are confronted with another’s suffering and feel motivated to relieve that suffering. Compassion is not the same as empathy or altruism, though the concepts are related. While empathy refers more generally to our ability to take the perspective...
","environment Sentence Examples The environment in the Arctic Circle is very hostile. Many influences operating for a long period of time on the character and the environment of a class go to determine its standard of life. Mary needs an environment without stress. The law was a win for the environment.
",6,6,7,5,3|1|4|2,4,2,5,3|2|1,5,5,4,5,4,3,5,2|1|3|6|5|7|4,5,5,3,4,4,1|2|4|3|5,4,5,4,3,2|1|4|3,4,5,5,3,3|2|1|4,48,2,13,4,,A10H7CZXOKY5TE,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:21:58,2022-01-26 10:28:45,0,208.203.210.170,100,406,1,2022-01-26 10:28:45,R_2cpjbCnZXy6YKTs,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A2YKJANQ76A7KH,,,Communication: Effective communication is the most important part of teamwork and involves consistently updating each person and never assuming that everyone has the same information,"what they are exactly, how they differ, and how they compare to a few other similar terms.",5,5,6,5,2|4|3|1,4,2,3,3|2|1,3,4,4,4,4,4,3,6|1|5|2|3|7|4,3,4,4,3,4,4|2|5|1|3,4,3,4,3,4|3|1|2,3,4,4,2,3|4|1|2,32,1,13,5,,A2YKJANQ76A7KH,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:15:53,2022-01-26 10:28:56,0,202.182.70.78,100,782,1,2022-01-26 10:28:57,R_2qt9ltMBbRbsDNn,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1749NAUWISVZP,We would greatly appreciate it if you read the scenarios carefully and are thoughtful in your responses," It's a jungle out there. While this simple phrase has been used time and time again to discuss the many obstacles people and companies face",,,7,6,7,7,2|3|1|4,5,5,5,1|2|3,5,5,5,5,5,5,5,3|6|2|7|1|5|4,5,5,5,5,5,4|5|3|1|2,5,5,4,5,3|1|4|2,5,5,5,5,3|2|4|1,35,1,13,5,good,A1749NAUWISVZP,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:08:23,2022-01-26 10:30:21,0,154.16.240.77,100,1318,1,2022-01-26 10:30:22,R_r2eukOitcqqmioF,,,,,33.843994140625,-84.47840118408203125,anonymous,EN,AYKIJB2T9ZL86,,,"In our basket ball team all team players play with compassion and honestly ","I interact with everyone ",6,6,5,5,1|4|3|2,4,2,2,3|2|1,2,3,4,4,3,4,4,4|1|5|6|3|2|7,3,3,4,4,2,3|1|4|5|2,4,3,4,3,3|2|1|4,4,3,4,2,4|1|2|3,27,1,13,5,no,AYKIJB2T9ZL86,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:22:17,2022-01-26 10:30:38,0,198.14.19.8,100,500,1,2022-01-26 10:30:38,R_1cSda3oT5obBoiT,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,A38Z2PI7OWN4KY,,,I AM WORKING IN ONE PRIVATE COMPANY ALL STAFFS ARE VERY RICH PERSON BUT ALL MIND IS VERY KINDLY THINK TRUSTING ONE ANOTHER PROBLEM AND HELPING MIND I HAVE VERY HAPPY TO WORKING THAT PERSONS,"I WILL ADAPT ALL KIND OF PROBLEM IN VERY STRONG SOLUTION ",7,6,5,7,2|4|1|3,4,2,4,3|2|1,4,5,5,4,5,3,4,7|3|5|4|6|2|1,3,5,5,4,4,5|2|3|4|1,4,5,5,4,1|2|3|4,4,3,5,5,1|2|3|4,27,1,13,5,,A38Z2PI7OWN4KY,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 09:56:37,2022-01-26 10:33:29,0,72.22.36.152,100,2211,1,2022-01-26 10:33:29,R_2AXMuILuoNhCG9p,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,A154M1PV3HKWZJ,RUNNING IS BY FAR THE MOST POPULAR OUTDOOR ACTIVITY IN MY COUNTRY. I ALWAYS PARTICIPATED AND WON.,NO DOUBT PERCEIVING THE SOCIAL WORLD AS A COMPETETIVE JUNGLE IS PRIMARILY RELATED TO SELF EXPANSION VALUE THAT COMES FROM EXERCISING POWER.,,,6,7,6,7,1|4|2|3,5,2,3,1|2|3,5,5,4,4,5,4,4,7|5|3|6|4|1|2,5,4,5,5,4,3|2|4|5|1,5,5,5,4,1|2|3|4,5,4,5,5,4|2|1|3,46,2,13,5,,A154M1PV3HKWZJ,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:22:43,2022-01-26 10:34:07,0,74.122.56.81,100,683,1,2022-01-26 10:34:07,R_1plrb0xo0sZA10w,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,A1C51A1VY9QTTU,It was quite hard to competitive that way.,It might be hard to evaluate that.,,,6,4,3,5,4|3|1|2,3,2,4,3|2|1,4,2,2,3,4,4,4,6|2|4|5|1|3|7,4,2,4,2,4,2|1|4|5|3,3,2,4,4,4|1|2|3,2,4,4,3,2|1|3|4,29,2,13,4,,A1C51A1VY9QTTU,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:09:56,2022-01-26 10:35:18,0,202.182.64.75,100,1521,1,2022-01-26 10:35:18,R_3qlYAMqpyzytgd5,,,,,41.8874053955078125,-87.63179779052734375,anonymous,EN,A3VB3QGHZ9STIN,"Netball is similar to basketball although the rules, equipment and team numbers are different. There is no dribbling; no running with the ball; 7 players; ball passed within 3 seconds; ball & basket slightly smaller; no backboard; players designated to certain areas."," It's a jungle out there. While this simple phrase has been used time and time again to discuss the many obstacles people and companies face",,,6,4,5,5,4|1|3|2,4,2,3,1|2|3,4,5,5,4,4,4,3,1|2|6|4|5|3|7,5,4,5,3,4,1|2|4|5|3,4,4,5,5,1|3|2|4,4,5,4,3,3|2|4|1,32,1,13,5,good,A3VB3QGHZ9STIN,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:32:43,2022-01-26 10:36:48,0,42.106.177.249,100,244,1,2022-01-26 10:36:48,R_3PL7LskVc8BUqV6,,,,,9.9326934814453125,78.114105224609375,anonymous,EN,APF23T3SUV1XO,,,harmonious,cooperative environment,6,6,7,5,4|1|2|3,4,2,5,1|2|3,5,4,3,4,5,5,4,3|6|4|5|2|1|7,5,4,5,4,4,5|3|2|4|1,5,4,5,4,4|1|2|3,3,4,4,5,1|3|4|2,27,1,14,5,like,APF23T3SUV1XO,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:35:18,2022-01-26 10:39:15,0,45.87.62.33,100,237,1,2022-01-26 10:39:16,R_2DRBhRlGAfo8J8m,,,,,32.8137054443359375,-96.87039947509765625,anonymous,EN,A1YH1WHYO3IFOC,Basketball is a sport where two teams compete with an objective of shooting a ball into a hoop. The court is rectangular and on each side there is a hoop.,basketball games. Take to the court and show off your shooting skills and awesome dunks,,,4,5,4,5,3|4|1|2,3,2,3,1|2|3,3,4,4,4,3,3,4,6|2|5|1|3|4|7,3,4,4,2,3,2|1|3|5|4,3,4,3,3,1|2|3|4,3,2,2,3,3|2|1|4,24,1,13,4,none,A1YH1WHYO3IFOC,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:33:29,2022-01-26 10:39:36,0,74.122.59.24,100,366,1,2022-01-26 10:39:36,R_2fBwHEHWANsk39G,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,A21ZVW6RWJZXA,"Collaborative leaders can span the scope of your business by engaging people outside of their direct control and getting them to work as a team with a common goal. When businesses talk about collaborative leadership, they mean distributed organizational structures that are either cross-unit, cross-functional, or cross-organization. These groups get employees at all levels with a stake in the outcome. This strategy is more about facilitating the group effort than about making decisions for the group. In other words, a collaborative leader leads the group’s process, not the group itself. 

","Another type of collaborative leadership involves performing inside an organization. This occurs when leadership shifts from person to person, based on the problem to be solved. Leadership then becomes the collaborative effort. 

",,,7,7,7,7,3|4|1|2,5,2,5,1|2|3,5,5,5,5,5,5,5,2|7|1|3|6|4|5,5,5,5,5,5,3|2|5|4|1,5,5,5,5,4|1|3|2,5,5,5,5,1|2|3|4,47,1,13,4,,A21ZVW6RWJZXA,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:36:07,2022-01-26 10:39:36,0,174.211.228.167,100,209,1,2022-01-26 10:39:37,R_1q876qJEjaITs7S,,,,,28.6343994140625,-81.622100830078125,anonymous,EN,A1Z5R5X7PBGI2E,"dog eat dog ","yes i am competitive jungle ",,,6,7,7,6,3|4|2|1,5,2,4,3|2|1,5,5,4,3,5,5,4,1|4|5|7|6|3|2,3,5,5,5,4,3|1|4|5|2,5,5,4,4,2|3|1|4,3,5,5,4,3|1|4|2,40,1,14,4,good,A1Z5R5X7PBGI2E,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:35:43,2022-01-26 10:41:09,0,202.182.67.206,100,325,1,2022-01-26 10:41:09,R_22XqxgWEYwLIoch,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A10994CPHWH2VP,,,"One straightforward way to respond to interview questions like ""Tell me how you handled a difficult situation at work"" is to use the STAR technique. ","Studies suggest that when teachers adjust the environment to students' preferences, the students perform better academically and are better behaved. How can you .",7,7,6,6,4|1|3|2,4,5,4,1|2|3,4,5,4,5,4,4,5,3|4|5|2|1|7|6,4,4,5,4,5,4|5|2|3|1,4,4,5,5,2|4|1|3,4,5,5,4,4|2|1|3,32,1,13,5,good,A10994CPHWH2VP,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:39:19,2022-01-26 10:44:06,0,208.203.221.32,100,286,1,2022-01-26 10:44:06,R_1DOpiCEtdqs5gt6,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A11Z5W18QSJ2SD,,,"Take time for just you every day. Make it a requirement. ...
Live life more deliberately in the moment. Stop analyzing your past and worrying about your future. ...
Make choices and decisions that feel good.","The physical layout reflects your teaching style. If you want students to collaborate in small groups, for example, organize them around tables or clusters of desks. For frequent whole-group discussions, try a circle or U-shaped desk configuration. If you plan on an individualized, self-paced curriculum, you might set up learning stations.",7,6,7,7,2|3|4|1,5,2,5,3|2|1,4,5,5,4,4,5,5,6|5|4|2|7|3|1,5,5,4,5,5,1|2|3|5|4,5,4,4,5,3|4|1|2,5,4,4,5,1|4|2|3,25,2,13,4,none,A11Z5W18QSJ2SD,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:44:29,2022-01-26 10:46:15,0,208.203.217.109,100,105,1,2022-01-26 10:46:15,R_3ZXHupRMvdQPWw1,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,AH798XWCT3UH3,,,shared documaents,creat an environment good,6,4,6,5,2|4|1|3,4,2,3,3|2|1,5,4,5,5,3,4,4,5|2|3|7|1|6|4,4,5,5,4,5,4|2|1|5|3,5,4,5,5,2|3|4|1,4,3,4,5,3|4|2|1,35,2,13,4,,AH798XWCT3UH3,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:40:26,2022-01-26 10:46:17,0,63.75.240.8,100,350,1,2022-01-26 10:46:17,R_2WHbnU6AaBRHHg9,,,,,41.87640380859375,-87.6132965087890625,anonymous,EN,A32C70A49I45AY,It was very initiative moment for competions,very hard to act some regular character.,,,6,6,7,6,4|1|2|3,4,2,3,3|2|1,5,5,4,4,5,4,5,5|3|7|2|4|6|1,5,5,4,4,5,3|1|2|5|4,5,5,4,4,2|4|3|1,4,5,4,5,3|4|2|1,55,1,13,4,,A32C70A49I45AY,Andrew,he,him,his,He,CWVmaniphigh,FL_20
