StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q30,Q31,Q68,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q66_1,Q66_2,Q66_3,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q32_1,Q32_2,Q32_3,Q32_4,Q30,Q32,Q34,Q36,Q36,workerId,condition,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit
2022-03-08 07:50:00,2022-03-08 07:55:04,0,104.176.123.246,100,303,1,2022-03-08 07:55:04,R_1pJNV8Jq392wsD0,,,,,38.9337005615234375,-95.2389984130859375,anonymous,EN,A11H31X2XJH13N,Recently a competition arose at work. People were trying to be the first to get a piece of equipment to work. Whoever was the first would get all the credit and recognition from the boss.,,4,5,"In this situation, people tried to keep others from working on the machine. They would not leave the machine and claim there wasn't enough space around it for multiple people to work.",4,1,5,5,3,5,1,2,5,2,2,1,1,2,2,5,1,1,1,1,1,1,2,4,2,2,2,1,1,3,23,1,1,4,,A11H31X2XJH13N,competitive,Andrew,he,him,his,He
2022-03-08 07:43:16,2022-03-08 07:55:26,0,68.113.78.168,100,729,1,2022-03-08 07:55:26,R_1lyqIOkKTrypK5l,,,,,34.32440185546875,-86.1952972412109375,anonymous,EN,A1WH32GYQOHIRQ,"Late last year my life seemed to just fall apart. I'd get so depressed and hopeless. I'd vent to my best friend. She's much off than I am financially and has much more social status than I do. It made me determined to do better than her because she made me feel like crap. Not do better for me, but, do better to just do better than HER. It also made me miserable and mean. Funny thing is...the harder I pushed myself the less money I made and angrier I felt. NOT worth it. ",,5,5,"She loves to play ""Whose life sucks more"". For example, my roof is rotting away and I'm always worried about it, but, I can't afford to repair it. She equates something that serious to getting her hair done! Like her life sucks more because she has to wait a week to spend 300.00 on an ugly hair style.",5,1,4,7,6,7,1,2,5,4,3,1,1,1,1,5,1,5,4,4,1,1,1,5,1,2,1,2,1,5,56,2,1,3,,A1WH32GYQOHIRQ,competitive,Andrew,he,him,his,He
2022-03-08 07:44:04,2022-03-08 07:55:31,0,174.203.64.175,100,686,1,2022-03-08 07:55:31,R_3KVlzpfWCyup91G,,,,,30.450897216796875,-91.15630340576171875,anonymous,EN,A23FEELMFHLC9K,,"I was trying to divide up the chores so that each child felt it was fair, this was pretty difficult to accomplish. I explained that each child had their own strengths and I wanted to help show them what they were good at instead of comparing themselves to each other. Once they realized they had strengths and that it was okay to feel weak once in a while, they understood and didn't feel angry or annoyed that I was trying to get them to pitch in and they stopped comparing themselves to each other, and instead, played on their strength and even shared conversations with those strengths with each other. ",5,4,"They talked with each other to help achieve a common ground and to make their jobs a lot easier. ",1,2,2,6,6,7,1,2,5,1,1,1,1,1,1,5,1,4,1,1,1,1,1,5,1,2,1,1,1,5,39,2,1,4,,A23FEELMFHLC9K,cooperative,Andrew,he,him,his,He
2022-03-08 07:49:44,2022-03-08 07:55:31,0,67.241.210.222,100,346,1,2022-03-08 07:55:31,R_2ruUWk4CiA4bkxX,,,,,44.82269287109375,-68.80010223388671875,anonymous,EN,A1PLVSI37Y3YFM,"In the spring. I belong to a group that plants gardens. Early in the year, everyone is trying to get the best seedlings, fertilizer, plants, and help.",,5,2,"We have Zoom meetings. Sometimes a person will start to talk over others to try to get their needs met, or to make a point for themselves.",4,1,4,4,5,6,1,2,5,1,3,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,2,2,1,5,54,1,1,3,,A1PLVSI37Y3YFM,competitive,Jennifer,she,her,her,She
2022-03-08 07:41:50,2022-03-08 07:55:31,0,97.73.80.122,100,821,1,2022-03-08 07:55:32,R_AbAxrE5VScAmNeV,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A2R0I39QFFQKXH,"Negotiating for a used car. I felt like the salesman was trying to take advantage of me because I'm an older women. He seemed to assume I didn't know anything about cars, but I knew more than enough to know that he wasn't offering a fair price.",,5,4,"Using, what I would describe as, overly aggressive and underhanded negotiation tactics. He outright lied about the value of the car, often interrupted me, and basically insulted my intelligence several times (just to name a few).",5,1,4,3,3,7,1,2,5,2,1,1,1,1,1,5,1,2,3,2,1,1,1,5,1,2,1,2,1,4,65,2,1,2,,A2R0I39QFFQKXH,competitive,Andrew,he,him,his,He
2022-03-08 07:48:40,2022-03-08 07:55:34,0,172.58.156.244,100,414,1,2022-03-08 07:55:34,R_3s1jC4YQ94Lsm5b,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1E6ATEW6RQJ5X,"The most competitive situation I can think of was playing a team based, fps video game. In this game you work as a team to complete the objectives set for the game. People can become really toxic in this game and often fail to realize what they can do better in theri role to help the team win. This leads to pointing the finger more often than not.",,5,2,"Your competing to try to win the game so that you can become a higher rank. Teammates take it very seriously and want to become ranked hihger for bragging rights and prestige mostly. ",3,1,1,2,6,7,1,2,5,4,4,1,1,1,1,5,1,4,3,3,2,2,2,5,2,2,4,1,1,5,33,1,2,4,,A1E6ATEW6RQJ5X,competitive,Jennifer,she,her,her,She
2022-03-08 07:51:37,2022-03-08 07:56:18,0,73.217.190.233,100,280,1,2022-03-08 07:56:18,R_2CwVf5TPSgTASB8,,,,,33.525604248046875,-81.93689727783203125,anonymous,EN,A3QYA7EFCS7BA2,,A situation I was in where people were cooperative was in my homeschooling co-op. We met as the service team to come up with ways to improve the new school year. We were working together for the common goal of improving problems we found this year. Everyone was very constructive and friendly.,5,2,"If someone disagreed with an idea, they were respectful and offered suggestions to improve the idea. Also, people were very encouraging of ideas that they liked.",1,2,2,3,6,6,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,2,1,1,4,35,2,1,3,,A3QYA7EFCS7BA2,cooperative,Jennifer,she,her,her,She
2022-03-08 07:45:29,2022-03-08 07:56:38,0,73.117.93.53,100,668,1,2022-03-08 07:56:38,R_27rpHl0U6KD0cZh,,,,,40.677398681640625,-80.6006011962890625,anonymous,EN,A29KIRNPEJKKY6,I was playing a game of air hockey with my two grandchildren.  Barren and Grace played first.  Then Barren and I played second.,,5,4,"
Barren, who is age 9 played first with his little sister Grace, who is 6 years old.  Barren kept beating Grace and she got so upset that she threw a puck at Barren and then locked herself in the bathroom.",5,1,6,5,6,7,1,2,5,5,3,1,1,2,2,5,1,4,4,1,1,1,1,5,1,2,4,2,1,5,52,2,1,3,No comment.,A29KIRNPEJKKY6,competitive,Jennifer,she,her,her,She
2022-03-08 07:49:53,2022-03-08 07:56:40,0,47.133.164.198,100,406,1,2022-03-08 07:56:40,R_12uuZlgZ52dtlP0,,,,,36.4485931396484375,-77.673797607421875,anonymous,EN,A34FSH0HHLHSY3,"I was going to the bank. As I approached the lengthy line I saw a middle-aged woman who clearly didn't want to wait. Although I don't move fast, I found myself wanting to get in line before her. ",,5,5,The woman and I competed for our spot in line.,4,1,2,1,7,7,1,2,5,1,3,2,1,1,2,5,2,1,4,3,2,1,1,5,2,2,3,1,2,4,69,2,1,2,,A34FSH0HHLHSY3,competitive,Andrew,he,him,his,He
2022-03-08 07:41:27,2022-03-08 07:56:49,0,74.215.171.169,100,921,1,2022-03-08 07:56:50,R_3jXFLJK1o4KgdR7,,,,,39.241302490234375,-84.545501708984375,anonymous,EN,AOJRP10FWOFA9,,"About a month ago we had an ice storm, followed by a large snowfall.  Our new property managers won't clean the parking lot unless the snowfall is much more.  Several of the residents got together and started putting down salt, we also helped each other scrape our windshields and remove snow from the vehicles.  It was especially difficult for the people who stood their windshield wipers up as they had layers of ice on them, it took even longer to be able to put the wipers back in place due to all the snow.  This is the only time I can think of where there were several people working together for something positive. ",5,4,"They used ice scrapers and brooms to help clear the snow and ice from several vehicles. ",1,2,3,2,2,7,3,2,3,4,4,3,3,3,3,4,2,4,4,4,3,3,3,3,3,2,4,2,2,2,51,2,2,3,I had a supervisor that gave that kind of speech about performance and putting forth a better effort for the good of the company.  He was a good guy who helped his employees and was well liked.  I think the tone of your voice and how you have treated people over time will determine the results you get.  There were no technical issues during the survey.,AOJRP10FWOFA9,cooperative,Andrew,he,him,his,He
2022-03-08 07:54:24,2022-03-08 07:56:53,0,69.249.101.209,100,149,1,2022-03-08 07:56:53,R_1hBgbWMegoj3UPU,,,,,39.9197998046875,-75.3990020751953125,anonymous,EN,A2W5P682A30ZIZ,,Working within a group project as part of a required training class for work.,5,4,"Getting feedback from eachother, shared experiences.",1,2,6,4,5,4,3,2,4,4,3,3,4,3,3,3,2,3,3,3,3,3,3,2,3,2,3,3,3,4,25,1,1,4,,A2W5P682A30ZIZ,cooperative,Andrew,he,him,his,He
2022-03-08 07:50:00,2022-03-08 07:57:21,0,68.226.204.251,100,441,1,2022-03-08 07:57:21,R_bfiMcng6Rtgw4rT,,,,,30.2089996337890625,-92.060699462890625,anonymous,EN,A1L4TKDNG5FE9P,,Recently me and a bunch of musician friends in the area got together for the first time and we all played some music together. It was super fun. Getting to know everyones playing style on the fly and such. It was a very fun time.,5,5,"Literally everything. That's how music works, all the instruments working together. Everyone was having tons of fun figuring out how to jam with each other.",1,2,7,7,5,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,3,1,1,5,28,1,1,3,,A1L4TKDNG5FE9P,cooperative,Andrew,he,him,his,He
2022-03-08 07:51:14,2022-03-08 07:57:32,0,97.95.51.4,100,377,1,2022-03-08 07:57:32,R_2PqdGvreAIvZKZ8,,,,,43.77459716796875,-88.43759918212890625,anonymous,EN,A1KOHXO0BIQB8T,,"Our team at work had to put together a new piece of equipment at work. It is meant to save a lot of time when work gets busy in the spring. We were able to get it up and running within a week's time. Now when the busy season hits, we will be able to do double the work in less time. It was a sweet effort and we feel really good about it.",5,5,The equipment came in as all parts and we needed to assemble it correctly. It took all 4 of us to get it together the right way,1,2,4,3,6,6,1,2,5,3,3,2,2,2,1,5,2,4,2,3,2,2,3,4,3,2,3,3,1,4,69,1,1,2,,A1KOHXO0BIQB8T,cooperative,Jennifer,she,her,her,She
2022-03-08 07:50:23,2022-03-08 07:57:37,0,208.203.210.137,100,434,1,2022-03-08 07:57:38,R_3JnpCCqmp3HO9nd,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A3RMCVCQKIYV21,,very happened feel of experience,4,5,very improve of people and activity same of behavior,4,1,6,5,6,6,4,2,4,4,5,4,2,4,5,5,5,4,4,4,5,5,4,4,4,2,4,5,4,5,37,1,2,5,very improvement in this survey,A3RMCVCQKIYV21,cooperative,Jennifer,she,her,her,She
2022-03-08 07:51:42,2022-03-08 07:57:42,0,174.28.50.238,100,360,1,2022-03-08 07:57:42,R_BFkMXv72J3Y6Fup,,,,,35.1410064697265625,-106.71099853515625,anonymous,EN,A2OTIGIEZI42EQ,im trying to be very fit for past 10 months and it was toughest tough,,4,1,competiting each other,5,1,7,6,6,7,3,2,4,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,2,5,5,5,5,32,1,1,5,,A2OTIGIEZI42EQ,competitive,Jennifer,she,her,her,She
2022-03-08 07:34:50,2022-03-08 07:57:49,0,96.33.191.47,100,1378,1,2022-03-08 07:57:50,R_2vZzin8ykXuiXkM,,,,,30.4429931640625,-90.4385986328125,anonymous,EN,A1NFBKUYYVUYWF,,"I saw my landlord who is a sweet elderly man struggling to drag a trash can out of the house next door after the last renters moved out. The renters were disgusting and left the place a mess and he was trying to clean it by himself. I told my husband about seeing that and he said we should offer to help, so we did. ",5,4,"It took the three of us two days of hard cleaning, mopping, and sweeping to get it clean. It was not easy but it looked great when we finished. My landlord was so grateful as were the people who were waiting to move in. It felt good to be able to help him.",1,2,3,2,5,7,1,2,5,2,4,1,1,1,1,5,1,2,1,2,1,4,2,5,2,2,1,1,1,5,60,2,1,5,,A1NFBKUYYVUYWF,cooperative,Jennifer,she,her,her,She
2022-03-08 07:47:24,2022-03-08 07:57:55,0,73.108.38.18,100,630,1,2022-03-08 07:57:55,R_RUcTv549NMr4cox,,,,,36.049896240234375,-83.92279815673828125,anonymous,EN,A2YRGSOEPVLZD2,"I am part of an Art Collective of travelers and we were trying to fix up the hub land everyone meets at in the summer. Together we were supposed to fix the shop and build other things but peoples thoughts and ideas began to compete and we ended up with a lot of unfinished projects. ",,5,2,"Everyone had an idea that was better, so people would just go off and start new projects by themselves all half cocked instead of working together as a team. ",3,1,3,2,2,7,1,2,5,3,3,1,1,2,1,5,1,4,3,2,1,1,1,5,1,2,4,4,3,2,30,2,2,3,"Thank you for a short and simple survey, have a great day!",A2YRGSOEPVLZD2,competitive,Andrew,he,him,his,He
2022-03-08 07:49:58,2022-03-08 07:58:23,0,76.179.248.184,100,504,1,2022-03-08 07:58:23,R_25WlVpPa50rbX2e,,,,,44.82269287109375,-68.80010223388671875,anonymous,EN,A30UPXL0E3RY9I,,"recently there was a homeless guy who was sick and he sits in downtown, it has been really cold for the past month and half and it is really hard to sit outside without shelter and heat, some of us in the community got together raised money for him to stay in a motel and we felt really good to help this guy.",5,5,We raised money to help this guy so he can stay out of cold it has been below zero here lately.,5,2,5,6,6,6,2,4,4,4,5,4,1,1,2,4,1,2,2,1,1,1,2,5,2,2,5,5,4,1,49,1,5,5,,A30UPXL0E3RY9I,cooperative,Andrew,he,him,his,He
2022-03-08 07:52:28,2022-03-08 07:58:58,0,174.28.243.84,100,390,1,2022-03-08 07:58:59,R_3g1MN7EfSnp5mBL,,,,,35.1349029541015625,-106.64019775390625,anonymous,EN,A1ZTZ2NI574R9P,,"i helped my neighbor by giving them my dog who recently had died things. They have a cat who is pregnant and they needed a place to put her and the kittens i had a kennel that i was no longer using so i gave it to them.  ",4,1,"there really wasn't it was i saw a problem i could help others with.  It was more done out of kindness that cooperation.  ",5,2,7,6,5,5,1,2,5,1,1,2,1,1,1,5,1,3,1,1,1,1,2,5,1,2,5,4,4,4,46,1,1,4,,A1ZTZ2NI574R9P,cooperative,Andrew,he,him,his,He
2022-03-08 07:52:02,2022-03-08 07:59:04,0,24.209.195.80,100,422,1,2022-03-08 07:59:05,R_3Lhkyb8BSCMlMmf,,,,,40.0413970947265625,-84.202301025390625,anonymous,EN,A286798DZB9U9O,"I am training for my first kickboxing competition in a few weeks and had fight camp Friday night where I can get in the ring and train with different coaches.  The lady I will be fighting has been training for a year and a half but has never had anyone in her division to fight.  I've been training for a few months, so knowing she has an advantage over me, I make the most of my time at fight camp and go hard with the opponents. ",,5,5,"Coaches fight and give advice to help me improve my fighting skills. ",3,1,4,3,5,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,2,5,2,2,2,2,2,4,41,2,1,3,,A286798DZB9U9O,competitive,Andrew,he,him,his,He
2022-03-08 07:44:52,2022-03-08 07:59:14,0,69.127.161.171,100,862,1,2022-03-08 07:59:15,R_3ilpHBwwZEtSbK3,,,,,40.87030029296875,-73.85250091552734375,anonymous,EN,AFJFYJZ849YOZ," A new job position was opening and we had the chance for a promotion and permanency at work. It was a very frustrating situation where people literally went behind my back and lied to each other. I was aware that people becomes like that but I never knew that your coworkers would stab you right in front of your eyes.",,4,1,"They were almost racing to do everything for my boss. They were always so helpful but bitter towards one another. ",3,1,5,6,2,7,4,2,1,5,5,5,5,5,5,4,4,4,5,4,4,4,4,2,5,2,4,2,3,4,23,2,1,3,,AFJFYJZ849YOZ,competitive,Andrew,he,him,his,He
2022-03-08 07:50:41,2022-03-08 07:59:25,0,107.9.61.100,100,524,1,2022-03-08 07:59:25,R_RWZMBWqAu35a6hr,,,,,36.6143951416015625,-83.72039794921875,anonymous,EN,A27RVVHK9M81ST,It was a game at an annual event for our church.  It surprised me how competitive adults can be at a simple game.  They were very serious about winning; no giving points.,,5,2,They wouldn't allow even a little room for error.,4,1,3,3,5,7,1,2,4,3,2,2,1,2,2,4,2,2,2,3,1,2,2,4,2,2,1,1,2,4,60,2,1,2,,A27RVVHK9M81ST,competitive,Andrew,he,him,his,He
2022-03-08 07:50:11,2022-03-08 07:59:47,0,184.170.75.6,100,576,1,2022-03-08 07:59:48,R_2D6m07CkZj4P075,,,,,36.735107421875,-77.8130035400390625,anonymous,EN,A3KOWOILLHL2SS,,Myself and several of my brother and sister in laws friends were helping to set up for their wedding. Even though I did not know most of them personally it felt nice to be helpful and get to know new people.,5,4,"Help each other set up decorations and seating for my brother and sister in laws wedding, some would hold up banners while others tacked them in place.",1,2,5,4,6,7,1,2,5,3,2,1,1,3,2,5,1,2,3,2,1,2,2,5,3,2,3,1,1,4,34,2,1,2,,A3KOWOILLHL2SS,cooperative,Jennifer,she,her,her,She
2022-03-08 07:53:14,2022-03-08 08:00:13,0,174.106.216.49,100,419,1,2022-03-08 08:00:13,R_2SIkplqNwqrwnmr,,,,,34.695404052734375,-76.74019622802734375,anonymous,EN,A74IW1OD4R9QS,,"My aunt has been helping me get back on my feet. She has helped me clear my credit, and helped me to rebuild after a hurricane. She has spent thousands. 2 years ago, she really wasnt even a part of my life much. Now I talk to her everyday and shes been the person Ive needed the most in my life. ",5,5,"She has listened to me and given me a chance. Most people give up on me. She has done everything to help me that I didnt even knw I needed. ",1,2,6,5,3,7,1,2,5,2,2,1,1,1,1,5,1,2,1,4,1,1,2,5,2,2,1,1,1,5,39,2,1,3,,A74IW1OD4R9QS,cooperative,Jennifer,she,her,her,She
2022-03-08 07:57:16,2022-03-08 08:00:47,0,108.91.187.115,100,210,1,2022-03-08 08:00:47,R_1JRyd4NLy6MOiRL,,,,,43.0475006103515625,-87.89640045166015625,anonymous,EN,ACL7PBN5XCOPP,,Working together with co-residents to do sports physicals for high schoolers.,5,4,We all worked at different stations in order to completely fill out each students physical,2,2,6,6,6,5,4,2,2,4,5,4,3,4,4,2,4,4,4,3,3,4,3,2,4,2,4,2,2,4,30,1,2,6,,ACL7PBN5XCOPP,cooperative,Andrew,he,him,his,He
2022-03-08 07:54:13,2022-03-08 08:00:52,0,174.103.172.120,100,399,1,2022-03-08 08:00:52,R_2f9E5HgoTQnxqKZ,,,,,43.0818023681640625,-87.891998291015625,anonymous,EN,A2MCXW228L7IN8,,"I don't know man, I guess I had a work project where we where setting up some referral comp that required input from several parties. ",3,1,"People did try to be as cooperative as possible, but with other things going on it was hard to keep up the momentum and move the project forward. ",2,2,2,2,6,5,2,2,4,3,3,2,2,3,2,4,2,3,3,3,1,1,1,4,2,2,1,1,2,1,32,1,1,5,,A2MCXW228L7IN8,cooperative,Jennifer,she,her,her,She
2022-03-08 07:53:24,2022-03-08 08:00:54,0,68.46.176.153,100,449,1,2022-03-08 08:00:54,R_2TERwJ82HWcarya,,,,,41.926605224609375,-84.6237030029296875,anonymous,EN,ANU6OTXYGSSTX,,"The most cooperative situation was during a flood a few months ago. Neighbor helping neighbor, we all pitched in to aid those most effected.  Whether it was providing food and water or just sharing basic shelter, people were overwhelmingly generous and honest in dealing with each other. I felt great pride being involved.",5,5,The behavior was helpful and kind.  There were hugs and empathy in their actions and words.,1,2,6,5,6,5,4,2,2,4,4,3,1,3,1,5,2,5,3,3,2,3,4,1,4,2,4,1,1,5,56,2,1,4,thanks it was interesting. i hope you can use my data.,ANU6OTXYGSSTX,cooperative,Jennifer,she,her,her,She
2022-03-08 07:43:31,2022-03-08 08:01:11,0,174.80.185.18,100,1059,1,2022-03-08 08:01:11,R_3PjH7aYPgFavT9t,,,,,33.5814971923828125,-85.08029937744140625,anonymous,EN,A30KYNLCW7HHPO,"Our company recently had a competition to see who could report the most coworkers..but not for bad behavior, rather, for doing good things to help others. It was fun but weird..""writing your own coworkers up"" to the manager..but for good things instead of bad. An interesting concept, to be sure..but there was a dark side. Some people though, probably ""cheated"" a bit by praising others for small things that were simply part of their jobs or typical human behavior. It was also kind of unfair to those who were busiest, as they had less time to ""report"" others. It was a good idea in theory, but in practice it was too easy to cheat, i.e. writing things like ""John Jones sipped his coffee quietly and didn't disturb others by slurping"" and it also put the busiest workers at a disadvantage.",,2,2,"They would write reports for almost anything. Some of them were good, but it was way too easy to write a report for whatever reason you felt like.",4,1,4,4,2,6,1,2,5,1,1,1,2,1,1,5,1,4,2,2,1,1,1,5,1,2,3,2,2,4,37,1,1,3,That was a lot of writing! You should add a small bonus to bump up the pay rate for this.,A30KYNLCW7HHPO,competitive,Jennifer,she,her,her,She
2022-03-08 07:49:43,2022-03-08 08:01:27,0,208.87.234.202,100,703,1,2022-03-08 08:01:27,R_3MMD2SC8mGe6Wwz,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,A186DC3ZYPQGE2,"Recently we were working on a project as a team, but the parts were separated by individuals. There was a competition that went along with it, where the most creative ideas got a prize. There was a lot of distrust that was fostered because of this.",,5,5,They would not be willing to discuss what they were working on. They wanted to keep their ideas a secret and were worried others were spying on them.,5,1,2,2,6,2,1,2,1,1,2,1,1,1,1,5,1,2,1,1,1,1,1,5,1,2,2,1,1,5,40,2,1,4,,A186DC3ZYPQGE2,competitive,Andrew,he,him,his,He
2022-03-08 07:44:43,2022-03-08 08:01:31,0,75.38.248.244,100,1007,1,2022-03-08 08:01:31,R_2qCxZfukVifq49Q,,,,,42.67340087890625,-82.77359771728515625,anonymous,EN,A13XQZ3464NIJX,,"Last summer, some people in my neighborhood formed a small club that helps keep the neighborhood clean. Besides myself, there is 5 members in the club.",5,5,"Twice a month, members of the club pick up trash on our street and mow lawns or shovel snow of abandoned homes. ",5,2,5,5,5,7,5,2,1,5,5,5,4,5,5,2,2,4,5,4,2,4,5,2,5,2,4,2,1,4,38,2,2,3,N/A,A13XQZ3464NIJX,cooperative,Andrew,he,him,his,He
2022-03-08 07:52:45,2022-03-08 08:01:58,0,73.43.248.127,100,552,1,2022-03-08 08:01:58,R_1DCNNskxq7DI6Gu,,,,,33.7223968505859375,-84.52050018310546875,anonymous,EN,ABWBTJVN3JOZH,I was in a basket ball tournament in we always competing for first place and I have to play harder and smarter to compete and we won the game,,5,5,"They was trying to outscore us and defend us from scoring ",5,1,5,5,3,7,3,2,4,4,4,3,3,4,2,4,2,2,2,2,1,2,3,4,2,2,2,2,2,4,43,1,2,3,,ABWBTJVN3JOZH,competitive,Andrew,he,him,his,He
2022-03-08 07:59:13,2022-03-08 08:02:01,0,24.15.191.101,100,167,1,2022-03-08 08:02:01,R_3s0qFMInYJPXtCB,,,,,41.760894775390625,-88.01509857177734375,anonymous,EN,A1OA4IW422FPKD,,When everyone in my building worked together to fix a flood. A pipe broke so everyone got mops and buckets and we kept the water out.,3,2,They got each other tools and buckets to help out.,2,2,5,5,3,5,1,2,5,2,2,2,2,2,2,4,2,4,2,2,2,1,2,5,2,2,2,2,2,5,23,1,1,4,,A1OA4IW422FPKD,cooperative,Jennifer,she,her,her,She
2022-03-08 07:57:41,2022-03-08 08:02:25,0,132.162.75.129,100,284,1,2022-03-08 08:02:26,R_BKtozc7v3joLLIB,,,,,41.2924957275390625,-82.21900177001953125,anonymous,EN,AB8KB8IYHVPAM,"I felt competitive when I was trying to get a raise at work. I was very deliberate with how I described my job duties. I was not working with my similar coworkers because I wanted my own raise. One of my work peers also wanted a raise but I had to work fast to get my paperwork in before her.
",,5,1,I wanted to get a raise before my coworker had a chance to.,4,1,1,3,4,5,1,2,5,2,3,1,2,1,3,5,1,4,3,2,1,2,2,4,2,2,1,1,2,4,34,2,1,5,,AB8KB8IYHVPAM,competitive,Jennifer,she,her,her,She
2022-03-08 07:53:45,2022-03-08 08:02:32,0,173.63.29.150,100,527,1,2022-03-08 08:02:32,R_2QgDKqpC8uyZKF0,,,,,40.9051055908203125,-74.07959747314453125,anonymous,EN,A1FVJU0SRTY7H6,"It normally occurs in office scenario. 3 months ago I did some important programming which was very crucial and was waited for very long time. Post submission I got to know that the job was submitted by my manager on his name and, didn’t presented my work on my name at all. He gained high level promotion due to same and he didn’t even bothered to thank me for it. ",,5,2,"People did cheat on work having low moral ethics at work. ",3,1,4,6,2,5,1,2,2,3,4,2,2,2,2,4,1,2,1,2,1,2,1,3,3,2,5,5,3,2,41,1,5,4,,A1FVJU0SRTY7H6,competitive,Jennifer,she,her,her,She
2022-03-08 07:46:16,2022-03-08 08:02:32,0,202.182.66.51,100,976,1,2022-03-08 08:02:33,R_3PcS5X87Zw0kIa3,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A2NU2WSXNFQMPC,,RECEIVE,4,5,STUDY,4,1,6,6,4,6,5,2,4,4,4,5,4,4,5,4,5,4,2,4,4,4,4,4,4,2,4,4,4,5,42,1,1,4,NONE,A2NU2WSXNFQMPC,cooperative,Jennifer,she,her,her,She
2022-03-08 07:57:33,2022-03-08 08:02:54,0,68.117.10.120,100,320,1,2022-03-08 08:02:55,R_3HUG0s99JtdgyHE,,,,,43.421905517578125,-88.18470001220703125,anonymous,EN,A2BK6PDD4J2X1T,,"I was in charge of state reporting and needed the cooperation and data input of a team from our buildings.  Through this team effort, we were able to devise better recording options in the buildings.  This will ensure accurate data reporting in the future years.",5,5,They took  the time to review their data and do critical thinking regarding said data.  We also collectively came up with a plan for moving forward..,2,2,2,2,6,6,1,2,5,2,3,1,1,1,1,4,1,1,1,1,1,1,1,5,1,2,2,2,1,4,57,2,1,3,,A2BK6PDD4J2X1T,cooperative,Andrew,he,him,his,He
2022-03-08 07:58:49,2022-03-08 08:02:54,0,174.207.170.76,100,245,1,2022-03-08 08:02:55,R_3EAb9DxqISNCxIk,,,,,39.6822967529296875,-84.15940093994140625,anonymous,EN,A2CB2GJZ8ARJ31,,"It’s great to see and hear when an organization works together to accomplish their goals and mission. Ultimately, it’s important to have common ground and work as a team.",5,5,Worked together on a presentation that was a collective effort from all team members.,1,2,1,3,6,7,1,2,5,2,3,1,2,1,1,5,1,3,3,2,1,1,1,5,1,2,4,1,1,5,38,1,1,6,,A2CB2GJZ8ARJ31,cooperative,Andrew,he,him,his,He
2022-03-08 07:58:56,2022-03-08 08:02:59,0,98.7.99.233,100,242,1,2022-03-08 08:02:59,R_1k0xv4uWl51hgvj,,,,,40.7512969970703125,-73.82440185546875,anonymous,EN,A3H3V4NJO72WS4,"This fascinating investigation into what makes abusive men tick is alarming, but its candid handling of a difficult subject makes it a valuable resource ",,5,4," Robust competition is critical to preserving America's role as the world's leading economy. Yet over the last several decades",4,2,5,6,7,7,5,2,3,4,5,5,5,2,4,3,4,5,4,4,3,4,5,5,3,2,3,5,5,4,58,2,3,5,good survey,A3H3V4NJO72WS4,competitive,Jennifer,she,her,her,She
2022-03-08 07:52:26,2022-03-08 08:03:36,0,202.182.65.218,100,670,1,2022-03-08 08:03:37,R_32586EVauykKPOu,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A2N533GEQEZ7ZB,,it was during the job when my co-workers are very co-operative to me.,4,4,they did their work way perfectly,4,2,5,7,6,6,4,2,5,4,4,4,5,3,5,4,5,5,4,5,4,4,4,5,5,2,3,2,2,4,40,2,1,4,,A2N533GEQEZ7ZB,cooperative,Andrew,he,him,his,He
2022-03-08 08:00:52,2022-03-08 08:03:43,0,130.219.10.92,100,171,1,2022-03-08 08:03:44,R_Ua8VEDZq7NOKiMV,,,,,40.7241973876953125,-74.19770050048828125,anonymous,EN,A381DV1DQVPBHN,"In school, people are super competitive in order to get the best grades and sabotage their friends",,5,5,People would hide away study guides to get a competitive edge,5,1,5,4,4,4,3,2,3,3,3,4,3,3,3,4,2,4,4,3,2,3,4,3,4,2,2,2,1,5,25,1,4,4,,A381DV1DQVPBHN,competitive,Jennifer,she,her,her,She
